Crop,N,P,K,temperature,ph,soil_humidity,air_humidity,light_intensity,light_duration,co2,o2
rice,61,59,41,21.94766735,6.012632591,8.23863339538079,80.97384195,708.0926953596710,15.964684673937600,84.77541623330640,30.163983067901400
rice,86,41,43,21.0525355,6.254028451,19.85884549816110,82.67839517,869.4725136052450,13.684720467443200,182.26029040048900,51.29525025947200
rice,71,47,37,23.48381344,7.375482851,75.92781443589130,81.33265073,330.696753712715,17.453873370312700,33.92235983028560,84.22043491249040
rice,29,53,41,25.0756354,7.778915154,39.49594198636820,80.52389148,509.2697690950630,20.62614994548070,74.9644223693617,30.079494808414900
rice,32,59,43,26.35927159,6.286500176,96.29755378895300,84.04403589,952.1778127782490,1.332856800250190,132.82804923052100,83.37984900894960
rice,39,50,41,24.52922681,7.070959995,49.78593795638480,80.54498576,31.660537308765700,11.3970073434508,103.12684301165200,27.1644947297936
rice,48,49,44,20.77576147,6.244841491,30.811783301318600,84.49774397,476.60888460555300,21.8112012769744,191.45932671764100,49.270856924405900
rice,10,51,35,22.30157427,6.043304899,54.22252317532310,80.64416466,349.4320642136700,9.805765799344980,81.39047865259830,86.63715140724550
rice,78,57,41,21.44653958,5.824709117,66.01058369896730,84.94375962,620.2732197573480,11.203868941893200,163.60566288332800,79.38656630730640
rice,88,35,40,22.17931888,6.357389366,49.818654890429700,80.33127223,366.0655373948130,17.167370380693800,103.99321864400100,35.21392910517340
rice,62,37,39,24.52783742,6.364134968,60.62244410757220,82.73685569,473.60228326768100,3.747630480740040,198.79925435623400,30.774177358539200
rice,76,53,38,20.26707606,5.01450727,32.73649057378230,81.63895217,240.072730093679,0.08476386593464810,19.492142042676900,49.886511134832400
rice,16,54,44,25.7354293,6.149410611,38.652245374215700,83.88266234,663.5830352312390,5.026432385217020,191.98349817717000,92.87158899548510
rice,55,55,42,26.79533926,5.950660556,60.65373457165450,82.1480873,886.562798902072,16.418244611504100,167.18733607799400,26.31600111674090
rice,75,57,35,26.75754171,5.960370061,31.206710392605300,81.17734011,351.7455324216130,5.99635118691848,6.995768542076110,48.14703379937870
rice,57,39,36,23.86330467,5.561398642,65.2058245339338,83.15250801,156.57828813473800,11.510430592403900,58.0483385841064,88.65539604827280
rice,41,43,44,21.01944696,7.416245107,16.197558065109000,82.95221726,744.889443183364,14.750124880179600,12.59884322443270,42.13485915266660
rice,77,44,41,24.17298839,5.583370042,93.67739110636270,83.7287574,73.21944632745440,5.294053527685790,49.1251539961566,64.308604726828
rice,35,42,36,22.78133816,6.430010215,50.868049026457600,82.06719137,81.74122796975700,9.068718919075430,171.64732711461400,14.993223481953000
rice,51,45,43,25.62980105,5.534878156,31.95895727518910,83.52842314,369.6385478937360,1.5085277200824000,18.216608618822800,1.5191762087951400
rice,37,60,36,25.59704938,6.903985986,49.648566372051900,80.14509262,427.0668058934820,3.716513788101930,29.389805748113400,79.46146577561410
rice,22,40,40,23.83067496,6.271478838,27.284333261298000,84.81360127,359.4582732609460,16.75702030891880,9.828753588227320,2.7151809193327700
rice,61,52,45,26.31355498,7.224285503,33.050162264139800,82.36698992,415.11237190153200,4.785811050813320,171.850622029891,66.66655332096690
rice,34,35,38,24.8972823,6.13428721,47.07342641694590,80.52586088,238.93878580902100,2.9856925445256500,167.3746554290000,37.36166516095260
rice,53,49,42,24.958779,5.206373153,73.30012734514500,84.47963372,364.5733375689210,1.8736005756678900,14.473439664780800,8.24728469905428
rice,54,39,38,23.24113501,7.782051313,11.401540036007800,84.59201843,908.5011224089830,2.588852515948660,60.10748850278010,95.93709019208140
rice,24,43,39,21.66628296,7.062779015,0.8274087360458320,80.70960551,846.5657637560600,14.319482747047200,77.38082173963060,56.83289332835540
rice,47,55,45,24.63544858,7.730367824,51.15158602475170,80.41363018,273.73876866747100,23.965603716234600,126.31776782794700,92.19182280034420
rice,32,36,43,23.43121862,5.286203711,4.966210778968820,83.06310136,903.1347317364390,3.6401884213438000,59.03518307977070,96.32235566851180
rice,40,60,39,20.0454142,6.766240045,62.084912010615800,80.3477562,927.2480230051000,4.140155658602340,156.5949075923360,5.627839448065630
rice,99,56,42,23.85724032,7.382762603,23.79333724286980,82.22572988,641.1479279458140,16.887498777184800,189.48318235927000,57.11418954495990
rice,28,60,43,21.97199397,5.658169482,61.63899816214480,81.89918197,679.0521711442000,20.833757599748400,110.05728167868300,28.465277859154100
rice,0,52,36,26.22916897,5.543360238,70.18017571359020,83.83625819,807.9104697932930,19.666697077116900,96.86287550819830,59.289374268367400
rice,43,38,39,23.44676801,6.215109715,97.86637876140740,84.79352417,520.703795695092,5.584711005733150,148.72611862726100,28.612083775755500
rice,59,54,38,25.65553461,7.120272972,32.954242273514900,83.47021081,21.233971418915000,15.491321647737900,12.264506881229700,99.10815672405330
rice,57,36,45,24.44345477,5.950647577,54.38233321566960,82.45432595,852.9077201440160,2.6312889179984800,81.71034657587860,22.115297632872300
rice,76,46,40,20.2801937,7.236705436,26.7882683018299,82.1235421,2.9701253237992600,2.5345198858519300,88.46130076404240,89.35022149522910
rice,42,55,35,21.7238313,6.501697816,25.599260848218800,80.2389895,652.1211183782110,21.91400537677540,76.2714469445016,89.37310088049450
rice,86,40,38,20.41447029,7.592490617,93.40766667369940,82.20802629,443.76669077343000,2.1354538436419100,150.8087069797460,90.06538950744440
rice,18,58,45,25.75528612,5.875345751,24.90786287434720,83.51827127,598.1731747876200,18.302293175580300,140.36471859352100,8.75505041744098
rice,97,58,38,20.61521424,6.932400225,33.78745249511470,83.77345559,744.5042263888110,6.836075415737250,152.49727266292600,41.044984169937100
rice,19,36,42,21.84106875,6.946209881,24.48556290351650,80.72886384,837.6627692637900,22.238520208522500,69.67474730967950,23.975893593255300
rice,96,47,42,20.08369642,5.739175027,95.24986964544800,83.29114712,87.4329540495602,13.443052705894900,154.41498415712800,94.23811682702190
rice,9,41,36,24.45802087,6.738652179,99.83963900774670,82.74835604,86.49082874499690,13.483982901959900,105.91957963251000,83.86282153441960
rice,41,54,37,21.14347496,5.594819626,59.879434756344200,80.33502926,556.5351551431310,21.023058844202200,104.83258589385400,27.846615591314000
rice,54,59,35,25.78720567,6.946636369,97.72222924761010,82.11124033,778.5999517694710,5.993055282760720,59.59461039734940,16.97741568092890
rice,57,46,41,23.64124821,5.012139669,16.73246356342430,80.28597873,992.7044104723590,1.021566755558100,147.72276869233700,44.00492879359080
rice,93,56,37,23.43191632,6.363472208,86.64018211159930,80.56887849,652.9342758445790,18.88257636334660,10.461637281446500,21.623616177369800
rice,50,52,41,24.97669518,6.880431223,68.15180730843650,83.891805,838.4694830888840,8.405431393928540,193.30108825546600,14.245297923601300
rice,84,45,38,22.72791041,7.300410836,43.89220912582550,82.1706881,859.0965649666730,5.221505516988760,163.94353423682300,25.710462189972700
rice,7,42,37,24.87300744,6.587918708,64.49120977109400,82.84022551,348.2368911485130,18.56451814465870,49.11759163801680,94.65045614867860
rice,57,43,42,21.32376327,7.283736617,39.91963798680420,83.00320459,68.74128038676960,13.003403003473300,85.51140999377330,9.27818625266732
rice,89,54,36,26.29465461,7.023936392,15.623177256147800,84.56919326,187.8004909916220,14.594276751475800,11.794509744564700,14.237989153333500
rice,98,36,45,22.2286982,6.939083505,64.97852258987120,81.85872947,55.77675716465450,19.6739205038419,117.09894275216900,38.81240353195060
rice,84,47,44,26.73072391,7.868474653,99.27623010696730,81.78596776,801.8560335490350,1.5693973514273800,139.97659627218900,65.22133781982550
rice,55,35,38,24.88921174,5.005306977,28.168460309697900,81.97927117,832.8599022419220,9.278753065717070,163.37144207722000,53.78445875958480
rice,17,36,37,26.88444878,6.136131869,71.76445238441740,81.46033732,181.71189110932900,8.95819448139247,105.61462458947000,1.5836267338045900
rice,66,41,38,22.67846116,7.524080076,42.86316205017570,83.72874389,987.9866581339250,20.622378914671900,56.42021558189790,31.4359870360328
rice,87,57,43,26.08867875,5.706943251,4.528192261311380,80.37979919,760.7717109652340,22.47406348415310,112.53275778149400,67.77256550139080
rice,35,45,35,25.42977518,5.758506323,47.08504967003730,82.94682591,339.36702398701100,3.143320870847760,50.65243286976220,70.45768274037140
rice,98,53,43,26.40323239,6.349606327,93.71109381758080,81.05635517,409.64159256256300,11.266825599863700,98.4415865578311,66.07753319057830
rice,31,43,39,26.04371967,5.999969026,47.560440620198200,84.96907151,463.14766989578000,8.872179172622810,31.147589363907600,80.09069568361040
rice,64,58,39,25.2827223,5.453592032,37.68009554016920,80.54372813,481.74304544800700,20.811506045066200,86.12079063085620,8.010823379301280
rice,92,60,38,22.08576562,6.372576327,25.796915649578400,83.47038318,197.50255265306500,11.923990232069700,196.6302180041530,17.895021461647000
rice,26,43,38,23.28617173,5.105588355,76.04701559520480,81.43321641,642.6008845244250,11.854726159852400,49.905547138890000,43.245556317361000
rice,94,50,44,25.48591986,5.935344406,56.419880316966800,81.40633547,361.57628617155800,23.05449182268610,154.4614433414410,8.100727934737790
rice,76,53,42,23.67575393,5.17782304,64.93782923201930,81.03569343,346.3109012003340,12.064517972478600,178.4228424675020,85.09347369486380
rice,23,50,40,20.82477109,6.462391607,83.65616067626440,84.1341879,154.46401569550000,3.3577869205855000,133.5105075038150,5.61517817760021
rice,68,53,38,26.92995077,7.069172227,4.357617660228060,81.91411159,758.6978975354920,18.277270880079900,155.62752745158200,51.43586309110940
rice,22,44,38,23.83509503,7.473134377,70.67965282188640,83.88387074,668.9758792276100,14.22975209364210,163.00725369123100,22.51918085929440
rice,70,45,35,26.52872817,6.158376967,74.7240605680711,80.12267476,674.7266170812070,4.367654411092190,109.83947623684000,1.9099654394588800
rice,78,40,38,26.46428311,7.549873681,1.1840580343420400,83.85642678,996.7781808195960,23.65493908220750,38.25247479187460,35.34548806211390
rice,6,51,36,22.69657794,6.028321558,80.8933724509145,82.81088865,600.4604814541830,16.728449292328200,106.5252114370610,4.705947080200780
rice,82,46,42,22.68319059,6.604993475,39.11494516165840,83.46358271,910.0141831698580,19.510856414797200,33.2081630987888,14.860750577368700
rice,85,47,37,21.53346343,6.500343222,10.594607902359300,82.14004101,408.7795935500180,16.959200450504300,140.08165022292200,24.769317814681700
rice,10,55,45,21.40865769,5.935745417,92.77503672570490,83.3293191,510.68367597978600,11.183074752213500,105.47077621650700,61.66014123143650
rice,31,35,44,26.54348085,7.072655622,90.20716912999050,84.67353597,110.12259826882700,4.88809688681694,34.8064599169047,37.662349756164400
rice,27,37,40,23.35905428,5.333322606,82.60299944392670,83.59512273,832.3750405039800,12.114824723888400,102.24295176203600,69.84994531514270
maize,3,54,16,22.61359953,5.749914421,57.54904521301700,63.69070564,519.5616903614160,6.9970605779053000,185.91496433516600,27.783807622751900
maize,0,44,17,26.10018422,6.931756558,18.85993687589380,71.57476937,793.8447036703850,20.618625701874800,192.03686403605200,81.32228428784250
maize,86,43,16,23.55882094,6.657964753,58.628017538962200,71.59351368,604.8173827102450,21.329625657903000,67.65751483877720,58.44609175500590
maize,70,58,21,19.97215954,6.596060648,76.61806692883830,57.68272924,636.6583655347780,20.145472497704700,28.159320493235600,90.07380521900660
maize,96,38,20,18.47891261,5.970458434,61.043939493563500,62.69503871,423.7810116593470,21.903317820409400,124.32685868430800,77.42846580653020
maize,57,41,16,21.77689322,6.158830619,53.99484223663760,57.80840636,166.47310920477700,10.674037730974700,124.52152162830500,64.65802626162980
maize,46,41,17,25.6217169,6.047906679,13.626086581416200,66.50415474,585.614557705423,5.187911029544160,170.79311070236100,32.23457106650760
maize,31,60,19,25.19192419,5.913664501,23.87833472386840,66.6902901,506.44391252025700,12.09626530092870,131.06671528544700,28.33139064125310
maize,14,44,17,20.41683147,5.855442401,77.59575647979810,62.5542482,549.6334537191690,15.575648993153000,4.922608987529010,24.619956650697700
maize,77,60,25,24.92162194,5.750254943,82.79491615840590,66.78627406,537.1829909656680,12.539731411100900,19.959013309146500,11.590815970638600
maize,78,44,19,23.31689124,5.852607099,60.193467235243300,73.4541537,71.3586777247991,8.502563727728920,184.7179712390880,12.078645996303600
maize,75,49,21,24.84016732,6.472523287,76.32683096212570,68.3584573,507.4551085653340,14.86843556337740,135.3449148463970,91.8783441704277
maize,50,52,16,22.27526694,6.967057762,24.254804687862500,58.84015925,724.8954419076420,6.438701638745000,159.11773134082100,69.9925743464457
maize,20,44,16,18.87751445,6.082973754,59.92132107796760,65.76816093,471.21922088217000,6.868377714005380,54.31724903747880,55.91657220374880
maize,91,54,21,25.19008683,5.919045532,75.10401059016810,60.2001687,609.6500251466210,15.054421915628100,92.34992787913820,30.501768599644300
maize,66,58,22,18.25405352,6.204747653,36.287556964571500,55.28220433,632.4041364627530,2.2056419602882300,140.43315613193400,38.94900377453800
maize,10,47,17,24.6129118,6.600827017,17.344557147283500,70.4162444,915.9023026407210,15.7435397567955,47.138407117501800,77.02931298403930
maize,26,41,17,25.1420613,6.021902237,31.885068763103900,65.26185135,749.8820646562090,2.3222179189259300,119.30100921267000,75.43480977161660
maize,60,53,19,23.09348056,6.033550195,34.24138081851810,60.1159381,994.8988806464810,11.765548916582200,1.4391678341497900,96.94926795109150
maize,23,55,19,18.05033737,6.28886807,99.74170576123480,62.89366992,746.3736751028690,2.412127759815650,48.567705303737,50.23001522571940
maize,63,57,21,24.9321581,6.550563823,6.068526666187800,73.80435276,656.9006781311710,6.010866816762330,171.81794074609600,46.103934653813500
maize,67,50,15,18.14710054,5.573286437,15.8415300263413,71.09445342,563.6181910044010,21.382064794109900,41.54581301475110,10.755911148258900
maize,88,56,22,18.28362235,6.829199275,75.41697974073950,66.65952796,544.948014146114,22.335123154952000,109.24195610934600,12.73153211704140
maize,35,45,21,18.83344471,5.716222912,99.94247837060530,58.75082029,446.9832203799360,10.571573258210000,48.718039562323200,46.77375748343190
maize,33,48,16,25.71895816,5.54990242,85.45812819803650,67.22190688,63.7264400644022,6.380151562371150,83.13423349438270,61.14893319171900
maize,56,51,16,25.33797709,6.586244581,15.857049236283600,68.49835977,974.7993074381240,3.142134634356830,173.38146026985300,24.89357352759200
maize,62,39,18,23.89114571,5.893093135,8.545532751763470,57.48775781,558.1463873623380,4.299567781335540,146.57147025728500,27.96424210167790
maize,19,49,15,21.53574127,5.918263801,80.40036575515800,71.50905983,802.1555876067070,11.891685057780600,102.13727921278400,49.83311460113060
maize,27,48,22,23.08974909,5.588650585,12.475633086962000,63.10459626,480.17199100795500,6.074189743412900,50.30431099111220,14.10352861151440
maize,61,54,20,25.61707368,6.576418207,1.3106506324523800,63.4711755,299.4565297106420,0.554326769772465,116.22785705462800,25.325336310553400
maize,13,35,25,21.44526922,6.178056304,10.676240380297000,63.1621551,359.5640892331890,1.2773266723138700,175.33046001191500,95.00608723075850
maize,17,43,19,18.51816776,6.641906353,74.02468465462150,55.53128131,888.7597449275960,7.9920115592435200,166.0821327466650,40.51481750589640
maize,33,57,25,22.53510514,6.489040367,79.74467003677490,67.99257471,641.1195128724710,3.31735428018613,187.7947585345100,37.072097520561100
maize,43,35,23,23.02038334,5.680361038,61.05939360031850,61.89472002,301.44912911015100,23.04181345075220,8.631549661878940,22.80976744192240
maize,88,46,22,24.89364635,6.625404348,32.37696118416830,65.61418761,433.32549720738000,12.75330469230570,54.751803013902300,84.57066001388830
maize,48,44,21,25.77175115,6.524478032,20.030447007443100,74.089114,271.82328020933100,12.778108431064100,171.03100881097900,92.31716680637340
maize,41,56,18,19.39851734,5.696205468,15.017240662367700,62.35750641,631.4008079192690,4.712889171996920,141.52737032597100,3.2774746786470900
maize,89,55,21,21.54156232,6.803931519,29.905393404542000,59.64024162,684.2295053005950,23.77020993380610,156.3309431252590,91.03780428349480
maize,60,35,18,23.79746068,6.252797548,38.56869709923040,74.82913698,560.062214173618,14.479631891579300,29.37910969464600,47.3073330185524
maize,59,57,18,18.9802729,6.092725883,37.471687307488100,74.52600826,619.7314547868480,14.038952421863400,51.60298936309470,95.25969962804370
maize,100,56,17,24.10859207,6.234330356,98.43388778174050,73.13112261,297.93789567103200,12.68019392695080,5.915835185073240,43.77957541671410
maize,16,44,23,24.7947077,5.722579819,76.24432774042900,70.04556743,690.4709883469290,10.243612929420900,80.92060324999700,7.225866907782800
maize,50,48,17,21.63162756,6.430616465,44.93776702767430,60.27766379,314.3323018377470,1.278675417734640,169.5508319397470,39.98681140964990
maize,56,60,17,25.37548751,5.983952675,87.45642427720410,57.21025565,982.6228881009760,18.0390985700992,49.27346411017820,69.28595537796220
maize,96,51,23,22.21738222,6.80163854,21.334773655182000,72.85462807,117.22248322737000,11.166265141606500,170.3608029354510,34.623073554350500
maize,44,46,22,20.58314011,6.499936446,90.9975210846722,69.00128641,355.36676869619800,7.138586260900120,98.2257367416356,68.63066629922930
maize,94,60,15,24.87502824,6.265564338,67.4440809775733,68.74248334,551.6528200313440,15.458280276984500,177.607873146678,36.67802604822330
maize,15,58,18,20.03728219,6.727303282,89.2463035992531,56.35606753,450.33454606497100,1.1641246340469300,123.2957338992840,66.54569840306230
maize,20,43,23,25.95263264,6.325235159,60.15659510856410,61.89082199,993.9686214219110,5.854788907393190,47.047924357522200,37.41242905196880
maize,0,43,17,19.28889933,6.807487794,89.9192608111672,65.47050802,103.92183842481900,23.674409222703900,86.86572414166220,40.60708409530440
maize,82,36,20,20.57981887,6.671085817,31.04741641666340,65.34583901,184.1940860352660,13.248631642791800,61.467902711959300,49.30684435918210
maize,92,36,23,24.71417533,6.648725327,82.57073260031110,56.73426469,21.05738102684750,10.130721971884700,12.882601601538400,95.93937517776240
maize,19,60,23,20.27317074,6.439071996,37.75703559131080,63.91281869,191.0031110299250,11.718787015714300,125.96697067884300,93.19196185965040
maize,43,38,17,18.41932981,6.474476516,50.68200438756000,64.23580251,924.2565074731860,6.594196705717060,43.87192862778860,41.50560844037740
maize,59,54,17,23.39128187,5.871647806,11.512298002697900,61.74427165,619.1683384579360,16.005284261619000,30.077460656378500,43.91696301373140
maize,89,38,22,19.84939404,5.730617109,87.14039003654100,61.24500053,300.75216849211000,20.65505156761290,158.95396686353200,8.976572908409900
maize,97,44,21,21.869274,5.850439831,77.68909959961480,61.91044947,358.3424572738510,11.893848095396300,35.112670183344400,81.01893293214720
maize,9,58,19,22.8056033,5.791649933,27.060658212201100,56.50768935,4.187372247291600,6.848575725647140,155.03987181319300,86.6435062704173
maize,3,44,20,19.0781471,6.740000688,67.51195448064840,69.02298571,92.92422748141630,12.462695042161000,90.64398402834940,66.95988465815970
maize,91,35,16,22.02720976,6.272417541,28.85315354134740,65.35549924,894.0529869817440,1.418302918697240,75.64646619512480,47.1414899070717
maize,80,45,20,23.80546189,5.715208817,16.00314076959530,59.24537979,397.82876587136500,23.05469008079350,42.64419448615880,47.97644304834050
maize,7,60,25,18.52510753,5.773454729,66.76316986587880,69.0276233,420.7529097726050,2.0249500706999900,52.819236077564,58.78065992362160
maize,24,51,24,23.50297882,5.584171461,54.687854567251200,61.32026065,364.4459150250700,6.084098495696900,187.10139084004100,32.46138165614060
maize,0,36,24,26.54986394,5.787268394,5.362421727116500,72.89187265,691.0165655430700,10.94396487988940,92.01574348523310,3.5116730785060800
maize,9,48,18,19.29563411,5.77597783,11.493707101575200,69.63481219,427.8628562559900,21.18282558749920,67.36483283164550,18.95996600955700
maize,75,53,18,20.68899915,6.864793607,16.697359750703700,59.4375337,483.02022300242000,22.906869901198800,114.79995470153200,28.43784303011890
maize,53,45,23,19.32666088,6.192360003,14.46977611800890,68.034493,116.51586973047600,21.215230515016700,39.72509447381670,6.443109584005470
maize,95,45,21,24.60532218,6.636803223,46.023629627862800,73.58868502,942.1516403414250,10.113477227237000,143.33247676588200,40.682025429057600
maize,41,35,24,22.27373646,5.826426917,89.35102757443780,59.52193158,572.0309862001090,0.4763619666473280,68.97553835118020,61.76600694015270
maize,35,54,22,25.70196694,6.960358276,92.6934888854764,61.33450447,357.8230400997030,7.680765320060440,10.080353384397100,38.114400373204800
maize,73,39,18,19.20129357,6.11275104,91.26263948720120,68.30578978,72.04321387267680,0.6507132859504330,69.42998218810460,8.568247257011450
maize,21,48,20,21.70181447,6.708446922,75.02978361224980,60.47470519,207.01598504256600,10.886109078880300,189.76732724418000,95.76017247181870
maize,27,37,16,20.51716779,5.561510732,48.52726752869540,59.21235483,483.44833476257600,6.131181690873650,86.25009085304580,41.814676226376800
maize,85,50,19,23.30355338,5.873242491,89.04152044763030,73.62548442,518.651356245982,3.0966486474136100,45.48820095055520,48.38985020860190
maize,79,39,24,24.2547451,6.995843776,39.660620917813100,55.64709899,753.7139104213390,19.56729569217720,64.01288537467070,2.9394643433011100
maize,21,52,17,24.86374934,5.714799723,33.543602692127300,65.7420046,59.538112647163500,4.258803008110810,57.049867239889800,34.10971738002880
maize,28,39,23,22.6265115,6.78073637,4.895821660160820,65.77472881,833.4122764197540,0.9122421370402250,85.9350524445939,17.921749599249600
maize,80,49,20,18.04185513,5.513697923,41.624281114728600,60.61494304,968.624896666968,0.0762911146023253,3.838729232315790,93.96669806465640
maize,23,42,21,23.26237612,5.798423908,64.79933494127400,72.33125523,63.412218487324800,23.796148282008900,116.52556807807900,96.39291621675470
maize,55,38,21,22.88330922,6.352471866,30.544412817637300,71.59722446,224.07989285590000,1.011042582665490,82.80126419740140,20.878847537193100
maize,50,52,25,25.97482359,6.822586546,53.39383184820110,69.36385721,576.643630615074,9.553614805845010,22.550946464662100,14.252194088809300
maize,8,40,19,26.14384005,6.655426355,63.717105340897600,66.20569924,172.14248004204300,1.6948548154301300,145.82309802980700,46.88391576986820
maize,100,57,24,18.66116213,6.121294041,99.70600162255630,61.55327249,506.95433075619600,21.715188869059500,121.43985911814100,12.284912670516400
maize,27,52,18,25.10787449,5.790770203,77.54342569990800,55.97732754,641.7228636645400,22.332677018957200,191.24653555539900,70.53296521952700
maize,40,59,17,23.33844615,6.47444292,44.44125151964630,59.24580604,363.66665275521000,17.859552457256200,46.17562950929590,83.13472279225380
maize,57,38,15,25.08239719,6.455116637,5.629516859470360,65.92195844,883.5210251625040,13.395872810793300,141.08800965181700,96.54020065227620
maize,36,60,22,25.36768364,6.606984086,94.42596625528640,72.52054555,635.3626535624560,18.928632949468800,91.27812997848570,31.88939700583530
maize,78,37,22,25.34217103,6.330554389,75.25916238665720,63.31801994,494.5405061724030,22.370416894783100,8.427726202124950,25.92523740537050
maize,41,58,15,25.00933355,6.528631266,1.756767904644050,67.816568,92.4621766103949,19.75062276962030,124.78275883839700,72.15444482568830
maize,79,60,23,18.66746724,5.721667141,95.93960651331580,71.516474,404.76755899244600,6.809529395251630,193.97364424249000,81.03167089969460
maize,27,59,17,20.37999665,6.644205485,89.7417335335286,63.73849998,349.862661235729,12.204599463489100,113.23122350345700,17.53987472161060
maize,85,55,15,18.09300227,6.376651091,59.765511068751600,72.61024172,548.6279910714600,17.80976167866160,26.153788786226700,96.11919917254920
maize,46,51,18,26.16985907,6.247040422,90.24656128617610,71.96246617,288.06965382710200,18.59569690970650,114.65267765640400,24.606841351392900
maize,23,48,25,18.65396672,6.656730008,46.74036441670700,61.37879671,626.5183576040570,12.139646971528700,52.703736159604100,95.58474992636160
maize,37,60,22,26.07470121,6.2048017,82.01659727960340,59.37147589,813.52327604484,21.998955006311000,166.1129776549940,37.32964352207450
maize,65,57,24,18.92851916,6.158860284,31.00446092283640,72.80086137,463.18180883610200,16.578143950117100,193.64522112440900,91.86993826998230
maize,89,35,22,23.30546753,6.385684214,17.186087850606500,63.24648023,758.6126019533520,18.63869222556590,76.62670732742770,52.90844558404730
maize,69,54,19,18.74826712,6.417820493,10.88908217231250,62.49878458,821.8809624737070,4.182775912116960,43.89536944122460,62.135293243516700
maize,25,58,23,19.74213321,6.381201909,10.619703660637800,59.66263104,452.87706755543800,22.534387889785000,71.93095169756360,85.25547566075950
maize,78,57,19,25.73044432,6.877869005,27.438228447396300,70.74739256,323.88399781837700,5.383681781395120,128.59707434332000,52.66873983378970
chickpea,87,72,77,17.02498456,7.485996067,8.449793758469560,16.98861173,440.7611864167080,22.18046192441010,153.52224570777100,31.787818223125200
chickpea,35,72,84,19.02061277,6.920251378,64.01034952803430,17.13159126,854.9886330248910,20.98683627336590,104.34145083548400,32.43692383898430
chickpea,57,58,85,17.88776475,5.996932037,21.85406145089240,15.40589717,139.6158979023910,9.915868291662840,25.180503939684600,71.74423999731020
chickpea,63,72,85,18.86805647,6.391173589,44.71486034873020,15.65809214,700.9008884455580,1.2664085535131700,129.2356432228940,19.69107161388500
chickpea,39,67,77,18.36952567,7.152811172,77.03541645722120,19.56381041,77.75256276630570,22.67936657206960,68.45291584394960,40.02244801093680
chickpea,47,73,81,20.45078582,5.988992796,16.65995319367710,15.40312102,872.3904867761050,23.643255742136900,43.22157614183670,42.77609861901570
chickpea,24,70,84,20.6543203,6.231049028,45.92956667478850,16.60820843,200.17846296047100,11.966708885589000,67.41052270801420,43.6350313577086
